initial,medial,nucleus,coda,tone,syllable
"h","","ya","ch","5","hyach_5"
"h","","ya","ch","6","hyach_6"
"h","","ya","i","1","hyai_1"
"h","","ya","i","2","hyai_2"
"h","","ya","i","3","hyai_3"
"h","","ya","i","4","hyai_4"
"h","","ya","i","5","hyai_5"
"h","","ya","i","6","hyai_6"
"h","","ya","m","1","hyam_1"
"h","","ya","m","2","hyam_2"
"h","","ya","m","3","hyam_3"
"h","","ya","m","4","hyam_4"
"h","","ya","m","5","hyam_5"
"h","","ya","m","6","hyam_6"
"h","","ya","n","1","hyan_1"
"h","","ya","n","2","hyan_2"
"h","","ya","n","3","hyan_3"
"h","","ya","n","4","hyan_4"
"h","","ya","n","5","hyan_5"
"h","","ya","n","6","hyan_6"
"h","","ya","ng","1","hyang_1"
"h","","ya","ng","2","hyang_2"
"h","","ya","ng","3","hyang_3"
"h","","ya","ng","4","hyang_4"
"h","","ya","ng","5","hyang_5"
"h","","ya","ng","6","hyang_6"
"h","","ya","nh","1","hyanh_1"
"h","","ya","nh","2","hyanh_2"
"h","","ya","nh","3","hyanh_3"
"h","","ya","nh","4","hyanh_4"
"h","","ya","nh","5","hyanh_5"
"h","","ya","nh","6","hyanh_6"
"h","","ya","o","1","hyao_1"
"h","","ya","o","2","hyao_2"
"h","","ya","o","3","hyao_3"
"h","","ya","o","4","hyao_4"
"h","","ya","o","5","hyao_5"
"h","","ya","o","6","hyao_6"
"h","","ya","p","1","hyap_1"
"h","","ya","p","2","hyap_2"
"h","","ya","p","3","hyap_3"
"h","","ya","p","4","hyap_4"
"h","","ya","p","5","hyap_5"
"h","","ya","p","6","hyap_6"
"h","","ya","t","1","hyat_1"
"h","","ya","t","2","hyat_2"
"h","","ya","t","3","hyat_3"
"h","","ya","t","4","hyat_4"
"h","","ya","t","5","hyat_5"
"h","","ya","t","6","hyat_6"
"h","","ya","u","1","hyau_1"
"h","","ya","u","2","hyau_2"
"h","","ya","u","3","hyau_3"
"h","","ya","u","4","hyau_4"
"h","","ya","u","5","hyau_5"
"h","","ya","u","6","hyau_6"
"h","","ya","y","1","hyay_1"
"h","","ya","y","2","hyay_2"
"h","","ya","y","3","hyay_3"
"h","","ya","y","4","hyay_4"
"h","","ya","y","5","hyay_5"
"h","","ya","y","6","hyay_6"
"h","","yê","","1","hyê_1"
"h","","yê","","2","hyê_2"
"h","","yê","","3","hyê_3"
"h","","yê","","4","hyê_4"
"h","","yê","","5","hyê_5"
"h","","yê","","6","hyê_6"
"h","","yê","c","1","hyêc_1"
"h","","yê","c","2","hyêc_2"
"h","","yê","c","3","hyêc_3"
"h","","yê","c","4","hyêc_4"
"h","","yê","c","5","hyêc_5"
"h","","yê","c","6","hyêc_6"
"h","","yê","ch","1","hyêch_1"
"h","","yê","ch","2","hyêch_2"
"h","","yê","ch","3","hyêch_3"
"h","","yê","ch","4","hyêch_4"
"h","","yê","ch","5","hyêch_5"
"h","","yê","ch","6","hyêch_6"
"h","","yê","i","1","hyêi_1"
"h","","yê","i","2","hyêi_2"
"h","","yê","i","3","hyêi_3"
"h","","yê","i","4","hyêi_4"
"h","","yê","i","5","hyêi_5"
"h","","yê","i","6","hyêi_6"
"h","","yê","m","1","hyêm_1"
"h","","yê","m","2","hyêm_2"
"h","","yê","m","3","hyêm_3"
"h","","yê","m","4","hyêm_4"
"h","","yê","m","5","hyêm_5"
"h","","yê","m","6","hyêm_6"
"h","","yê","n","1","hyên_1"
"h","","yê","n","2","hyên_2"
"h","","yê","n","3","hyên_3"
"h","","yê","n","4","hyên_4"
"h","","yê","n","5","hyên_5"
"h","","yê","n","6","hyên_6"
"h","","yê","ng","1","hyêng_1"
"h","","yê","ng","2","hyêng_2"
"h","","yê","ng","3","hyêng_3"
"h","","yê","ng","4","hyêng_4"
"h","","yê","ng","5","hyêng_5"
"h","","yê","ng","6","hyêng_6"
"h","","yê","nh","1","hyênh_1"
"h","","yê","nh","2","hyênh_2"
"h","","yê","nh","3","hyênh_3"
"h","","yê","nh","4","hyênh_4"
"h","","yê","nh","5","hyênh_5"
"h","","yê","nh","6","hyênh_6"
"h","","yê","o","1","hyêo_1"
"h","","yê","o","2","hyêo_2"
"h","","yê","o","3","hyêo_3"
"h","","yê","o","4","hyêo_4"
"h","","yê","o","5","hyêo_5"
"h","","yê","o","6","hyêo_6"
"h","","yê","p","1","hyêp_1"
"h","","yê","p","2","hyêp_2"
"h","","yê","p","3","hyêp_3"
"h","","yê","p","4","hyêp_4"
"h","","yê","p","5","hyêp_5"
"h","","yê","p","6","hyêp_6"
"h","","yê","t","1","hyêt_1"
"h","","yê","t","2","hyêt_2"
"h","","yê","t","3","hyêt_3"
"h","","yê","t","4","hyêt_4"
"h","","yê","t","5","hyêt_5"
"h","","yê","t","6","hyêt_6"
"h","","yê","u","1","hyêu_1"
"h","","yê","u","2","hyêu_2"
"h","","yê","u","3","hyêu_3"
"h","","yê","u","4","hyêu_4"
"h","","yê","u","5","hyêu_5"
"h","","yê","u","6","hyêu_6"
"h","","yê","y","1","hyêy_1"
"h","","yê","y","2","hyêy_2"
"h","","yê","y","3","hyêy_3"
"h","","yê","y","4","hyêy_4"
"h","","yê","y","5","hyêy_5"
"h","","yê","y","6","hyêy_6"
"h","","â","","1","hâ_1"
"h","","â","","2","hâ_2"
"h","","â","","3","hâ_3"
"h","","â","","4","hâ_4"
"h","","â","","5","hâ_5"
"h","","â","","6","hâ_6"
"h","","â","c","1","hâc_1"
"h","","â","c","2","hâc_2"
"h","","â","c","3","hâc_3"
"h","","â","c","4","hâc_4"
"h","","â","c","5","hâc_5"
"h","","â","c","6","hâc_6"
"h","","â","ch","1","hâch_1"
"h","","â","ch","2","hâch_2"
"h","","â","ch","3","hâch_3"
"h","","â","ch","4","hâch_4"
"h","","â","ch","5","hâch_5"
"h","","â","ch","6","hâch_6"
"h","","â","i","1","hâi_1"
"h","","â","i","2","hâi_2"
"h","","â","i","3","hâi_3"
"h","","â","i","4","hâi_4"
"h","","â","i","5","hâi_5"
"h","","â","i","6","hâi_6"
"h","","â","m","1","hâm_1"
"h","","â","m","2","hâm_2"
"h","","â","m","3","hâm_3"
"h","","â","m","4","hâm_4"
"h","","â","m","5","hâm_5"
"h","","â","m","6","hâm_6"
"h","","â","n","1","hân_1"
"h","","â","n","2","hân_2"
"h","","â","n","3","hân_3"
"h","","â","n","4","hân_4"
"h","","â","n","5","hân_5"
"h","","â","n","6","hân_6"
"h","","â","ng","1","hâng_1"
"h","","â","ng","2","hâng_2"
"h","","â","ng","3","hâng_3"
"h","","â","ng","4","hâng_4"
"h","","â","ng","5","hâng_5"
"h","","â","ng","6","hâng_6"
"h","","â","nh","1","hânh_1"
"h","","â","nh","2","hânh_2"
"h","","â","nh","3","hânh_3"
"h","","â","nh","4","hânh_4"
"h","","â","nh","5","hânh_5"
"h","","â","nh","6","hânh_6"
"h","","â","o","1","hâo_1"
"h","","â","o","2","hâo_2"
"h","","â","o","3","hâo_3"
"h","","â","o","4","hâo_4"
"h","","â","o","5","hâo_5"
"h","","â","o","6","hâo_6"
"h","","â","p","1","hâp_1"
"h","","â","p","2","hâp_2"
"h","","â","p","3","hâp_3"
"h","","â","p","4","hâp_4"
"h","","â","p","5","hâp_5"
"h","","â","p","6","hâp_6"
"h","","â","t","1","hât_1"
"h","","â","t","2","hât_2"
"h","","â","t","3","hât_3"
"h","","â","t","4","hât_4"
"h","","â","t","5","hât_5"
"h","","â","t","6","hât_6"
"h","","â","u","1","hâu_1"
"h","","â","u","2","hâu_2"
"h","","â","u","3","hâu_3"
"h","","â","u","4","hâu_4"
"h","","â","u","5","hâu_5"
"h","","â","u","6","hâu_6"
"h","","â","y","1","hây_1"
"h","","â","y","2","hây_2"
"h","","â","y","3","hây_3"
"h","","â","y","4","hây_4"
"h","","â","y","5","hây_5"
"h","","â","y","6","hây_6"
"h","","ê","","1","hê_1"
"h","","ê","","2","hê_2"
"h","","ê","","3","hê_3"
"h","","ê","","4","hê_4"
"h","","ê","","5","hê_5"
"h","","ê","","6","hê_6"
"h","","ê","c","1","hêc_1"
"h","","ê","c","2","hêc_2"
"h","","ê","c","3","hêc_3"
"h","","ê","c","4","hêc_4"
"h","","ê","c","5","hêc_5"
"h","","ê","c","6","hêc_6"
"h","","ê","ch","1","hêch_1"
"h","","ê","ch","2","hêch_2"
"h","","ê","ch","3","hêch_3"
"h","","ê","ch","4","hêch_4"
"h","","ê","ch","5","hêch_5"
"h","","ê","ch","6","hêch_6"
"h","","ê","i","1","hêi_1"
"h","","ê","i","2","hêi_2"
"h","","ê","i","3","hêi_3"
"h","","ê","i","4","hêi_4"
"h","","ê","i","5","hêi_5"
"h","","ê","i","6","hêi_6"
"h","","ê","m","1","hêm_1"
"h","","ê","m","2","hêm_2"
"h","","ê","m","3","hêm_3"
"h","","ê","m","4","hêm_4"
"h","","ê","m","5","hêm_5"
"h","","ê","m","6","hêm_6"
"h","","ê","n","1","hên_1"
"h","","ê","n","2","hên_2"
"h","","ê","n","3","hên_3"
"h","","ê","n","4","hên_4"
"h","","ê","n","5","hên_5"
"h","","ê","n","6","hên_6"
"h","","ê","ng","1","hêng_1"
"h","","ê","ng","2","hêng_2"
"h","","ê","ng","3","hêng_3"
"h","","ê","ng","4","hêng_4"
"h","","ê","ng","5","hêng_5"
"h","","ê","ng","6","hêng_6"
"h","","ê","nh","1","hênh_1"
"h","","ê","nh","2","hênh_2"
"h","","ê","nh","3","hênh_3"
"h","","ê","nh","4","hênh_4"
"h","","ê","nh","5","hênh_5"
"h","","ê","nh","6","hênh_6"
"h","","ê","o","1","hêo_1"
"h","","ê","o","2","hêo_2"
"h","","ê","o","3","hêo_3"
"h","","ê","o","4","hêo_4"
"h","","ê","o","5","hêo_5"
"h","","ê","o","6","hêo_6"
"h","","ê","p","1","hêp_1"
"h","","ê","p","2","hêp_2"
"h","","ê","p","3","hêp_3"
"h","","ê","p","4","hêp_4"
"h","","ê","p","5","hêp_5"
"h","","ê","p","6","hêp_6"
"h","","ê","t","1","hêt_1"
"h","","ê","t","2","hêt_2"
"h","","ê","t","3","hêt_3"
"h","","ê","t","4","hêt_4"
"h","","ê","t","5","hêt_5"
"h","","ê","t","6","hêt_6"
"h","","ê","u","1","hêu_1"
"h","","ê","u","2","hêu_2"
"h","","ê","u","3","hêu_3"
"h","","ê","u","4","hêu_4"
"h","","ê","u","5","hêu_5"
"h","","ê","u","6","hêu_6"
"h","","ê","y","1","hêy_1"
"h","","ê","y","2","hêy_2"
"h","","ê","y","3","hêy_3"
"h","","ê","y","4","hêy_4"
"h","","ê","y","5","hêy_5"
"h","","ê","y","6","hêy_6"
"h","","ô","","1","hô_1"
"h","","ô","","2","hô_2"
"h","","ô","","3","hô_3"
"h","","ô","","4","hô_4"
"h","","ô","","5","hô_5"
"h","","ô","","6","hô_6"
"h","","ô","c","1","hôc_1"
"h","","ô","c","2","hôc_2"
"h","","ô","c","3","hôc_3"
"h","","ô","c","4","hôc_4"
"h","","ô","c","5","hôc_5"
"h","","ô","c","6","hôc_6"
"h","","ô","ch","1","hôch_1"
"h","","ô","ch","2","hôch_2"
"h","","ô","ch","3","hôch_3"
"h","","ô","ch","4","hôch_4"
"h","","ô","ch","5","hôch_5"
"h","","ô","ch","6","hôch_6"
"h","","ô","i","1","hôi_1"
"h","","ô","i","2","hôi_2"
"h","","ô","i","3","hôi_3"
"h","","ô","i","4","hôi_4"
"h","","ô","i","5","hôi_5"
"h","","ô","i","6","hôi_6"
"h","","ô","m","1","hôm_1"
"h","","ô","m","2","hôm_2"
"h","","ô","m","3","hôm_3"
"h","","ô","m","4","hôm_4"
"h","","ô","m","5","hôm_5"
"h","","ô","m","6","hôm_6"
"h","","ô","n","1","hôn_1"
"h","","ô","n","2","hôn_2"
"h","","ô","n","3","hôn_3"
"h","","ô","n","4","hôn_4"
"h","","ô","n","5","hôn_5"
"h","","ô","n","6","hôn_6"
"h","","ô","ng","1","hông_1"
"h","","ô","ng","2","hông_2"
"h","","ô","ng","3","hông_3"
"h","","ô","ng","4","hông_4"
"h","","ô","ng","5","hông_5"
"h","","ô","ng","6","hông_6"
"h","","ô","nh","1","hônh_1"
"h","","ô","nh","2","hônh_2"
"h","","ô","nh","3","hônh_3"
"h","","ô","nh","4","hônh_4"
"h","","ô","nh","5","hônh_5"
"h","","ô","nh","6","hônh_6"
"h","","ô","o","1","hôo_1"
"h","","ô","o","2","hôo_2"
"h","","ô","o","3","hôo_3"
"h","","ô","o","4","hôo_4"
"h","","ô","o","5","hôo_5"
"h","","ô","o","6","hôo_6"
"h","","ô","p","1","hôp_1"
"h","","ô","p","2","hôp_2"
"h","","ô","p","3","hôp_3"
"h","","ô","p","4","hôp_4"
"h","","ô","p","5","hôp_5"
"h","","ô","p","6","hôp_6"
"h","","ô","t","1","hôt_1"
"h","","ô","t","2","hôt_2"
"h","","ô","t","3","hôt_3"
"h","","ô","t","4","hôt_4"
"h","","ô","t","5","hôt_5"
"h","","ô","t","6","hôt_6"
"h","","ô","u","1","hôu_1"
"h","","ô","u","2","hôu_2"
"h","","ô","u","3","hôu_3"
"h","","ô","u","4","hôu_4"
"h","","ô","u","5","hôu_5"
"h","","ô","u","6","hôu_6"
"h","","ô","y","1","hôy_1"
"h","","ô","y","2","hôy_2"
"h","","ô","y","3","hôy_3"
"h","","ô","y","4","hôy_4"
"h","","ô","y","5","hôy_5"
"h","","ô","y","6","hôy_6"
"h","","ă","","1","hă_1"
"h","","ă","","2","hă_2"
"h","","ă","","3","hă_3"
"h","","ă","","4","hă_4"
"h","","ă","","5","hă_5"
"h","","ă","","6","hă_6"
"h","","ă","c","1","hăc_1"
"h","","ă","c","2","hăc_2"
"h","","ă","c","3","hăc_3"
"h","","ă","c","4","hăc_4"
"h","","ă","c","5","hăc_5"
"h","","ă","c","6","hăc_6"
"h","","ă","ch","1","hăch_1"
"h","","ă","ch","2","hăch_2"
"h","","ă","ch","3","hăch_3"
"h","","ă","ch","4","hăch_4"
"h","","ă","ch","5","hăch_5"
"h","","ă","ch","6","hăch_6"
"h","","ă","i","1","hăi_1"
"h","","ă","i","2","hăi_2"
"h","","ă","i","3","hăi_3"
"h","","ă","i","4","hăi_4"
"h","","ă","i","5","hăi_5"
"h","","ă","i","6","hăi_6"
"h","","ă","m","1","hăm_1"
"h","","ă","m","2","hăm_2"
"h","","ă","m","3","hăm_3"
"h","","ă","m","4","hăm_4"
"h","","ă","m","5","hăm_5"
"h","","ă","m","6","hăm_6"
"h","","ă","n","1","hăn_1"
"h","","ă","n","2","hăn_2"
"h","","ă","n","3","hăn_3"
"h","","ă","n","4","hăn_4"
"h","","ă","n","5","hăn_5"
"h","","ă","n","6","hăn_6"
"h","","ă","ng","1","hăng_1"
"h","","ă","ng","2","hăng_2"
"h","","ă","ng","3","hăng_3"
"h","","ă","ng","4","hăng_4"
"h","","ă","ng","5","hăng_5"
"h","","ă","ng","6","hăng_6"
"h","","ă","nh","1","hănh_1"
"h","","ă","nh","2","hănh_2"
"h","","ă","nh","3","hănh_3"
"h","","ă","nh","4","hănh_4"
"h","","ă","nh","5","hănh_5"
"h","","ă","nh","6","hănh_6"
"h","","ă","o","1","hăo_1"
"h","","ă","o","2","hăo_2"
"h","","ă","o","3","hăo_3"
"h","","ă","o","4","hăo_4"
"h","","ă","o","5","hăo_5"
"h","","ă","o","6","hăo_6"
"h","","ă","p","1","hăp_1"
"h","","ă","p","2","hăp_2"
"h","","ă","p","3","hăp_3"
"h","","ă","p","4","hăp_4"
"h","","ă","p","5","hăp_5"
"h","","ă","p","6","hăp_6"
"h","","ă","t","1","hăt_1"
"h","","ă","t","2","hăt_2"
"h","","ă","t","3","hăt_3"
"h","","ă","t","4","hăt_4"
"h","","ă","t","5","hăt_5"
"h","","ă","t","6","hăt_6"
"h","","ă","u","1","hău_1"
"h","","ă","u","2","hău_2"
"h","","ă","u","3","hău_3"
"h","","ă","u","4","hău_4"
"h","","ă","u","5","hău_5"
"h","","ă","u","6","hău_6"
"h","","ă","y","1","hăy_1"
"h","","ă","y","2","hăy_2"
"h","","ă","y","3","hăy_3"
"h","","ă","y","4","hăy_4"
"h","","ă","y","5","hăy_5"
"h","","ă","y","6","hăy_6"
"h","","ơ","","1","hơ_1"
"h","","ơ","","2","hơ_2"
"h","","ơ","","3","hơ_3"
"h","","ơ","","4","hơ_4"
"h","","ơ","","5","hơ_5"
"h","","ơ","","6","hơ_6"
"h","","ơ","c","1","hơc_1"
"h","","ơ","c","2","hơc_2"
"h","","ơ","c","3","hơc_3"
"h","","ơ","c","4","hơc_4"
"h","","ơ","c","5","hơc_5"
"h","","ơ","c","6","hơc_6"
"h","","ơ","ch","1","hơch_1"
"h","","ơ","ch","2","hơch_2"
"h","","ơ","ch","3","hơch_3"
"h","","ơ","ch","4","hơch_4"
"h","","ơ","ch","5","hơch_5"
"h","","ơ","ch","6","hơch_6"
"h","","ơ","i","1","hơi_1"
"h","","ơ","i","2","hơi_2"
"h","","ơ","i","3","hơi_3"
"h","","ơ","i","4","hơi_4"
"h","","ơ","i","5","hơi_5"
"h","","ơ","i","6","hơi_6"
"h","","ơ","m","1","hơm_1"
"h","","ơ","m","2","hơm_2"
"h","","ơ","m","3","hơm_3"
"h","","ơ","m","4","hơm_4"
"h","","ơ","m","5","hơm_5"
"h","","ơ","m","6","hơm_6"
"h","","ơ","n","1","hơn_1"
"h","","ơ","n","2","hơn_2"
"h","","ơ","n","3","hơn_3"
"h","","ơ","n","4","hơn_4"
"h","","ơ","n","5","hơn_5"
"h","","ơ","n","6","hơn_6"
"h","","ơ","ng","1","hơng_1"
"h","","ơ","ng","2","hơng_2"
"h","","ơ","ng","3","hơng_3"
"h","","ơ","ng","4","hơng_4"
"h","","ơ","ng","5","hơng_5"
"h","","ơ","ng","6","hơng_6"
"h","","ơ","nh","1","hơnh_1"
"h","","ơ","nh","2","hơnh_2"
"h","","ơ","nh","3","hơnh_3"
"h","","ơ","nh","4","hơnh_4"
"h","","ơ","nh","5","hơnh_5"
"h","","ơ","nh","6","hơnh_6"
"h","","ơ","o","1","hơo_1"
"h","","ơ","o","2","hơo_2"
"h","","ơ","o","3","hơo_3"
"h","","ơ","o","4","hơo_4"
"h","","ơ","o","5","hơo_5"
"h","","ơ","o","6","hơo_6"
"h","","ơ","p","1","hơp_1"
"h","","ơ","p","2","hơp_2"
"h","","ơ","p","3","hơp_3"
"h","","ơ","p","4","hơp_4"
"h","","ơ","p","5","hơp_5"
"h","","ơ","p","6","hơp_6"
"h","","ơ","t","1","hơt_1"
"h","","ơ","t","2","hơt_2"
"h","","ơ","t","3","hơt_3"
"h","","ơ","t","4","hơt_4"
"h","","ơ","t","5","hơt_5"
"h","","ơ","t","6","hơt_6"
"h","","ơ","u","1","hơu_1"
"h","","ơ","u","2","hơu_2"
"h","","ơ","u","3","hơu_3"
"h","","ơ","u","4","hơu_4"
"h","","ơ","u","5","hơu_5"
"h","","ơ","u","6","hơu_6"
"h","","ơ","y","1","hơy_1"
"h","","ơ","y","2","hơy_2"
"h","","ơ","y","3","hơy_3"
"h","","ơ","y","4","hơy_4"
"h","","ơ","y","5","hơy_5"
"h","","ơ","y","6","hơy_6"
"h","","ư","","1","hư_1"
"h","","ư","","2","hư_2"
"h","","ư","","3","hư_3"
"h","","ư","","4","hư_4"
"h","","ư","","5","hư_5"
"h","","ư","","6","hư_6"
"h","","ư","c","1","hưc_1"
"h","","ư","c","2","hưc_2"
"h","","ư","c","3","hưc_3"
"h","","ư","c","4","hưc_4"
"h","","ư","c","5","hưc_5"
"h","","ư","c","6","hưc_6"
"h","","ư","ch","1","hưch_1"
"h","","ư","ch","2","hưch_2"
"h","","ư","ch","3","hưch_3"
"h","","ư","ch","4","hưch_4"
"h","","ư","ch","5","hưch_5"
"h","","ư","ch","6","hưch_6"
"h","","ư","i","1","hưi_1"
"h","","ư","i","2","hưi_2"
"h","","ư","i","3","hưi_3"
"h","","ư","i","4","hưi_4"
"h","","ư","i","5","hưi_5"
"h","","ư","i","6","hưi_6"
"h","","ư","m","1","hưm_1"
"h","","ư","m","2","hưm_2"
"h","","ư","m","3","hưm_3"
"h","","ư","m","4","hưm_4"
"h","","ư","m","5","hưm_5"
"h","","ư","m","6","hưm_6"
"h","","ư","n","1","hưn_1"
"h","","ư","n","2","hưn_2"
"h","","ư","n","3","hưn_3"
"h","","ư","n","4","hưn_4"
"h","","ư","n","5","hưn_5"
"h","","ư","n","6","hưn_6"
"h","","ư","ng","1","hưng_1"
"h","","ư","ng","2","hưng_2"
"h","","ư","ng","3","hưng_3"
"h","","ư","ng","4","hưng_4"
"h","","ư","ng","5","hưng_5"
"h","","ư","ng","6","hưng_6"
"h","","ư","nh","1","hưnh_1"
"h","","ư","nh","2","hưnh_2"
"h","","ư","nh","3","hưnh_3"
"h","","ư","nh","4","hưnh_4"
"h","","ư","nh","5","hưnh_5"
"h","","ư","nh","6","hưnh_6"
"h","","ư","o","1","hưo_1"
"h","","ư","o","2","hưo_2"
"h","","ư","o","3","hưo_3"
"h","","ư","o","4","hưo_4"
"h","","ư","o","5","hưo_5"
"h","","ư","o","6","hưo_6"
"h","","ư","p","1","hưp_1"
"h","","ư","p","2","hưp_2"
"h","","ư","p","3","hưp_3"
"h","","ư","p","4","hưp_4"
"h","","ư","p","5","hưp_5"
"h","","ư","p","6","hưp_6"
"h","","ư","t","1","hưt_1"
"h","","ư","t","2","hưt_2"
"h","","ư","t","3","hưt_3"
"h","","ư","t","4","hưt_4"
"h","","ư","t","5","hưt_5"
"h","","ư","t","6","hưt_6"
"h","","ư","u","1","hưu_1"
"h","","ư","u","2","hưu_2"
"h","","ư","u","3","hưu_3"
"h","","ư","u","4","hưu_4"
"h","","ư","u","5","hưu_5"
"h","","ư","u","6","hưu_6"
"h","","ư","y","1","hưy_1"
"h","","ư","y","2","hưy_2"
"h","","ư","y","3","hưy_3"
"h","","ư","y","4","hưy_4"
"h","","ư","y","5","hưy_5"
"h","","ư","y","6","hưy_6"
"h","","ưa","","1","hưa_1"
"h","","ưa","","2","hưa_2"
"h","","ưa","","3","hưa_3"
"h","","ưa","","4","hưa_4"
"h","","ưa","","5","hưa_5"
"h","","ưa","","6","hưa_6"
"h","","ưa","c","1","hưac_1"
"h","","ưa","c","2","hưac_2"
"h","","ưa","c","3","hưac_3"
"h","","ưa","c","4","hưac_4"
"h","","ưa","c","5","hưac_5"
"h","","ưa","c","6","hưac_6"
"h","","ưa","ch","1","hưach_1"
"h","","ưa","ch","2","hưach_2"
"h","","ưa","ch","3","hưach_3"
"h","","ưa","ch","4","hưach_4"
"h","","ưa","ch","5","hưach_5"
"h","","ưa","ch","6","hưach_6"
"h","","ưa","i","1","hưai_1"
"h","","ưa","i","2","hưai_2"
"h","","ưa","i","3","hưai_3"
"h","","ưa","i","4","hưai_4"
"h","","ưa","i","5","hưai_5"
"h","","ưa","i","6","hưai_6"
"h","","ưa","m","1","hưam_1"
"h","","ưa","m","2","hưam_2"
"h","","ưa","m","3","hưam_3"
"h","","ưa","m","4","hưam_4"
"h","","ưa","m","5","hưam_5"
"h","","ưa","m","6","hưam_6"
"h","","ưa","n","1","hưan_1"
"h","","ưa","n","2","hưan_2"
"h","","ưa","n","3","hưan_3"
"h","","ưa","n","4","hưan_4"
"h","","ưa","n","5","hưan_5"
"h","","ưa","n","6","hưan_6"
"h","","ưa","ng","1","hưang_1"
"h","","ưa","ng","2","hưang_2"
"h","","ưa","ng","3","hưang_3"
"h","","ưa","ng","4","hưang_4"
"h","","ưa","ng","5","hưang_5"
"h","","ưa","ng","6","hưang_6"
"h","","ưa","nh","1","hưanh_1"
"h","","ưa","nh","2","hưanh_2"
"h","","ưa","nh","3","hưanh_3"
"h","","ưa","nh","4","hưanh_4"
"h","","ưa","nh","5","hưanh_5"
"h","","ưa","nh","6","hưanh_6"
"h","","ưa","o","1","hưao_1"
"h","","ưa","o","2","hưao_2"
"h","","ưa","o","3","hưao_3"
"h","","ưa","o","4","hưao_4"
"h","","ưa","o","5","hưao_5"
"h","","ưa","o","6","hưao_6"
"h","","ưa","p","1","hưap_1"
"h","","ưa","p","2","hưap_2"
"h","","ưa","p","3","hưap_3"
"h","","ưa","p","4","hưap_4"
"h","","ưa","p","5","hưap_5"
"h","","ưa","p","6","hưap_6"
"h","","ưa","t","1","hưat_1"
"h","","ưa","t","2","hưat_2"
"h","","ưa","t","3","hưat_3"
"h","","ưa","t","4","hưat_4"
"h","","ưa","t","5","hưat_5"
"h","","ưa","t","6","hưat_6"
"h","","ưa","u","1","hưau_1"
"h","","ưa","u","2","hưau_2"
"h","","ưa","u","3","hưau_3"
"h","","ưa","u","4","hưau_4"
"h","","ưa","u","5","hưau_5"
"h","","ưa","u","6","hưau_6"
"h","","ưa","y","1","hưay_1"
"h","","ưa","y","2","hưay_2"
"h","","ưa","y","3","hưay_3"
"h","","ưa","y","4","hưay_4"
"h","","ưa","y","5","hưay_5"
"h","","ưa","y","6","hưay_6"
"h","","ươ","","1","hươ_1"
"h","","ươ","","2","hươ_2"
"h","","ươ","","3","hươ_3"
"h","","ươ","","4","hươ_4"
"h","","ươ","","5","hươ_5"
"h","","ươ","","6","hươ_6"
"h","","ươ","c","1","hươc_1"
"h","","ươ","c","2","hươc_2"
"h","","ươ","c","3","hươc_3"
"h","","ươ","c","4","hươc_4"
"h","","ươ","c","5","hươc_5"
"h","","ươ","c","6","hươc_6"
"h","","ươ","ch","1","hươch_1"
"h","","ươ","ch","2","hươch_2"
"h","","ươ","ch","3","hươch_3"
"h","","ươ","ch","4","hươch_4"
"h","","ươ","ch","5","hươch_5"
"h","","ươ","ch","6","hươch_6"
"h","","ươ","i","1","hươi_1"
"h","","ươ","i","2","hươi_2"
"h","","ươ","i","3","hươi_3"
"h","","ươ","i","4","hươi_4"
"h","","ươ","i","5","hươi_5"
"h","","ươ","i","6","hươi_6"
"h","","ươ","m","1","hươm_1"
"h","","ươ","m","2","hươm_2"
"h","","ươ","m","3","hươm_3"
"h","","ươ","m","4","hươm_4"
"h","","ươ","m","5","hươm_5"
"h","","ươ","m","6","hươm_6"
"h","","ươ","n","1","hươn_1"
"h","","ươ","n","2","hươn_2"
"h","","ươ","n","3","hươn_3"
"h","","ươ","n","4","hươn_4"
"h","","ươ","n","5","hươn_5"
"h","","ươ","n","6","hươn_6"
"h","","ươ","ng","1","hương_1"
"h","","ươ","ng","2","hương_2"
