initial,medial,nucleus,coda,tone,syllable
"th","","yê","i","4","thyêi_4"
"th","","yê","i","5","thyêi_5"
"th","","yê","i","6","thyêi_6"
"th","","yê","m","1","thyêm_1"
"th","","yê","m","2","thyêm_2"
"th","","yê","m","3","thyêm_3"
"th","","yê","m","4","thyêm_4"
"th","","yê","m","5","thyêm_5"
"th","","yê","m","6","thyêm_6"
"th","","yê","n","1","thyên_1"
"th","","yê","n","2","thyên_2"
"th","","yê","n","3","thyên_3"
"th","","yê","n","4","thyên_4"
"th","","yê","n","5","thyên_5"
"th","","yê","n","6","thyên_6"
"th","","yê","ng","1","thyêng_1"
"th","","yê","ng","2","thyêng_2"
"th","","yê","ng","3","thyêng_3"
"th","","yê","ng","4","thyêng_4"
"th","","yê","ng","5","thyêng_5"
"th","","yê","ng","6","thyêng_6"
"th","","yê","nh","1","thyênh_1"
"th","","yê","nh","2","thyênh_2"
"th","","yê","nh","3","thyênh_3"
"th","","yê","nh","4","thyênh_4"
"th","","yê","nh","5","thyênh_5"
"th","","yê","nh","6","thyênh_6"
"th","","yê","o","1","thyêo_1"
"th","","yê","o","2","thyêo_2"
"th","","yê","o","3","thyêo_3"
"th","","yê","o","4","thyêo_4"
"th","","yê","o","5","thyêo_5"
"th","","yê","o","6","thyêo_6"
"th","","yê","p","1","thyêp_1"
"th","","yê","p","2","thyêp_2"
"th","","yê","p","3","thyêp_3"
"th","","yê","p","4","thyêp_4"
"th","","yê","p","5","thyêp_5"
"th","","yê","p","6","thyêp_6"
"th","","yê","t","1","thyêt_1"
"th","","yê","t","2","thyêt_2"
"th","","yê","t","3","thyêt_3"
"th","","yê","t","4","thyêt_4"
"th","","yê","t","5","thyêt_5"
"th","","yê","t","6","thyêt_6"
"th","","yê","u","1","thyêu_1"
"th","","yê","u","2","thyêu_2"
"th","","yê","u","3","thyêu_3"
"th","","yê","u","4","thyêu_4"
"th","","yê","u","5","thyêu_5"
"th","","yê","u","6","thyêu_6"
"th","","yê","y","1","thyêy_1"
"th","","yê","y","2","thyêy_2"
"th","","yê","y","3","thyêy_3"
"th","","yê","y","4","thyêy_4"
"th","","yê","y","5","thyêy_5"
"th","","yê","y","6","thyêy_6"
"th","","â","","1","thâ_1"
"th","","â","","2","thâ_2"
"th","","â","","3","thâ_3"
"th","","â","","4","thâ_4"
"th","","â","","5","thâ_5"
"th","","â","","6","thâ_6"
"th","","â","c","1","thâc_1"
"th","","â","c","2","thâc_2"
"th","","â","c","3","thâc_3"
"th","","â","c","4","thâc_4"
"th","","â","c","5","thâc_5"
"th","","â","c","6","thâc_6"
"th","","â","ch","1","thâch_1"
"th","","â","ch","2","thâch_2"
"th","","â","ch","3","thâch_3"
"th","","â","ch","4","thâch_4"
"th","","â","ch","5","thâch_5"
"th","","â","ch","6","thâch_6"
"th","","â","i","1","thâi_1"
"th","","â","i","2","thâi_2"
"th","","â","i","3","thâi_3"
"th","","â","i","4","thâi_4"
"th","","â","i","5","thâi_5"
"th","","â","i","6","thâi_6"
"th","","â","m","1","thâm_1"
"th","","â","m","2","thâm_2"
"th","","â","m","3","thâm_3"
"th","","â","m","4","thâm_4"
"th","","â","m","5","thâm_5"
"th","","â","m","6","thâm_6"
"th","","â","n","1","thân_1"
"th","","â","n","2","thân_2"
"th","","â","n","3","thân_3"
"th","","â","n","4","thân_4"
"th","","â","n","5","thân_5"
"th","","â","n","6","thân_6"
"th","","â","ng","1","thâng_1"
"th","","â","ng","2","thâng_2"
"th","","â","ng","3","thâng_3"
"th","","â","ng","4","thâng_4"
"th","","â","ng","5","thâng_5"
"th","","â","ng","6","thâng_6"
"th","","â","nh","1","thânh_1"
"th","","â","nh","2","thânh_2"
"th","","â","nh","3","thânh_3"
"th","","â","nh","4","thânh_4"
"th","","â","nh","5","thânh_5"
"th","","â","nh","6","thânh_6"
"th","","â","o","1","thâo_1"
"th","","â","o","2","thâo_2"
"th","","â","o","3","thâo_3"
"th","","â","o","4","thâo_4"
"th","","â","o","5","thâo_5"
"th","","â","o","6","thâo_6"
"th","","â","p","1","thâp_1"
"th","","â","p","2","thâp_2"
"th","","â","p","3","thâp_3"
"th","","â","p","4","thâp_4"
"th","","â","p","5","thâp_5"
"th","","â","p","6","thâp_6"
"th","","â","t","1","thât_1"
"th","","â","t","2","thât_2"
"th","","â","t","3","thât_3"
"th","","â","t","4","thât_4"
"th","","â","t","5","thât_5"
"th","","â","t","6","thât_6"
"th","","â","u","1","thâu_1"
"th","","â","u","2","thâu_2"
"th","","â","u","3","thâu_3"
"th","","â","u","4","thâu_4"
"th","","â","u","5","thâu_5"
"th","","â","u","6","thâu_6"
"th","","â","y","1","thây_1"
"th","","â","y","2","thây_2"
"th","","â","y","3","thây_3"
"th","","â","y","4","thây_4"
"th","","â","y","5","thây_5"
"th","","â","y","6","thây_6"
"th","","ê","","1","thê_1"
"th","","ê","","2","thê_2"
"th","","ê","","3","thê_3"
"th","","ê","","4","thê_4"
"th","","ê","","5","thê_5"
"th","","ê","","6","thê_6"
"th","","ê","c","1","thêc_1"
"th","","ê","c","2","thêc_2"
"th","","ê","c","3","thêc_3"
"th","","ê","c","4","thêc_4"
"th","","ê","c","5","thêc_5"
"th","","ê","c","6","thêc_6"
"th","","ê","ch","1","thêch_1"
"th","","ê","ch","2","thêch_2"
"th","","ê","ch","3","thêch_3"
"th","","ê","ch","4","thêch_4"
"th","","ê","ch","5","thêch_5"
"th","","ê","ch","6","thêch_6"
"th","","ê","i","1","thêi_1"
"th","","ê","i","2","thêi_2"
"th","","ê","i","3","thêi_3"
"th","","ê","i","4","thêi_4"
"th","","ê","i","5","thêi_5"
"th","","ê","i","6","thêi_6"
"th","","ê","m","1","thêm_1"
"th","","ê","m","2","thêm_2"
"th","","ê","m","3","thêm_3"
"th","","ê","m","4","thêm_4"
"th","","ê","m","5","thêm_5"
"th","","ê","m","6","thêm_6"
"th","","ê","n","1","thên_1"
"th","","ê","n","2","thên_2"
"th","","ê","n","3","thên_3"
"th","","ê","n","4","thên_4"
"th","","ê","n","5","thên_5"
"th","","ê","n","6","thên_6"
"th","","ê","ng","1","thêng_1"
"th","","ê","ng","2","thêng_2"
"th","","ê","ng","3","thêng_3"
"th","","ê","ng","4","thêng_4"
"th","","ê","ng","5","thêng_5"
"th","","ê","ng","6","thêng_6"
"th","","ê","nh","1","thênh_1"
"th","","ê","nh","2","thênh_2"
"th","","ê","nh","3","thênh_3"
"th","","ê","nh","4","thênh_4"
"th","","ê","nh","5","thênh_5"
"th","","ê","nh","6","thênh_6"
"th","","ê","o","1","thêo_1"
"th","","ê","o","2","thêo_2"
"th","","ê","o","3","thêo_3"
"th","","ê","o","4","thêo_4"
"th","","ê","o","5","thêo_5"
"th","","ê","o","6","thêo_6"
"th","","ê","p","1","thêp_1"
"th","","ê","p","2","thêp_2"
"th","","ê","p","3","thêp_3"
"th","","ê","p","4","thêp_4"
"th","","ê","p","5","thêp_5"
"th","","ê","p","6","thêp_6"
"th","","ê","t","1","thêt_1"
"th","","ê","t","2","thêt_2"
"th","","ê","t","3","thêt_3"
"th","","ê","t","4","thêt_4"
"th","","ê","t","5","thêt_5"
"th","","ê","t","6","thêt_6"
"th","","ê","u","1","thêu_1"
"th","","ê","u","2","thêu_2"
"th","","ê","u","3","thêu_3"
"th","","ê","u","4","thêu_4"
"th","","ê","u","5","thêu_5"
"th","","ê","u","6","thêu_6"
"th","","ê","y","1","thêy_1"
"th","","ê","y","2","thêy_2"
"th","","ê","y","3","thêy_3"
"th","","ê","y","4","thêy_4"
"th","","ê","y","5","thêy_5"
"th","","ê","y","6","thêy_6"
"th","","ô","","1","thô_1"
"th","","ô","","2","thô_2"
"th","","ô","","3","thô_3"
"th","","ô","","4","thô_4"
"th","","ô","","5","thô_5"
"th","","ô","","6","thô_6"
"th","","ô","c","1","thôc_1"
"th","","ô","c","2","thôc_2"
"th","","ô","c","3","thôc_3"
"th","","ô","c","4","thôc_4"
"th","","ô","c","5","thôc_5"
"th","","ô","c","6","thôc_6"
"th","","ô","ch","1","thôch_1"
"th","","ô","ch","2","thôch_2"
"th","","ô","ch","3","thôch_3"
"th","","ô","ch","4","thôch_4"
"th","","ô","ch","5","thôch_5"
"th","","ô","ch","6","thôch_6"
"th","","ô","i","1","thôi_1"
"th","","ô","i","2","thôi_2"
"th","","ô","i","3","thôi_3"
"th","","ô","i","4","thôi_4"
"th","","ô","i","5","thôi_5"
"th","","ô","i","6","thôi_6"
"th","","ô","m","1","thôm_1"
"th","","ô","m","2","thôm_2"
"th","","ô","m","3","thôm_3"
"th","","ô","m","4","thôm_4"
"th","","ô","m","5","thôm_5"
"th","","ô","m","6","thôm_6"
"th","","ô","n","1","thôn_1"
"th","","ô","n","2","thôn_2"
"th","","ô","n","3","thôn_3"
"th","","ô","n","4","thôn_4"
"th","","ô","n","5","thôn_5"
"th","","ô","n","6","thôn_6"
"th","","ô","ng","1","thông_1"
"th","","ô","ng","2","thông_2"
"th","","ô","ng","3","thông_3"
"th","","ô","ng","4","thông_4"
"th","","ô","ng","5","thông_5"
"th","","ô","ng","6","thông_6"
"th","","ô","nh","1","thônh_1"
"th","","ô","nh","2","thônh_2"
"th","","ô","nh","3","thônh_3"
"th","","ô","nh","4","thônh_4"
"th","","ô","nh","5","thônh_5"
"th","","ô","nh","6","thônh_6"
"th","","ô","o","1","thôo_1"
"th","","ô","o","2","thôo_2"
"th","","ô","o","3","thôo_3"
"th","","ô","o","4","thôo_4"
"th","","ô","o","5","thôo_5"
"th","","ô","o","6","thôo_6"
"th","","ô","p","1","thôp_1"
"th","","ô","p","2","thôp_2"
"th","","ô","p","3","thôp_3"
"th","","ô","p","4","thôp_4"
"th","","ô","p","5","thôp_5"
"th","","ô","p","6","thôp_6"
"th","","ô","t","1","thôt_1"
"th","","ô","t","2","thôt_2"
"th","","ô","t","3","thôt_3"
"th","","ô","t","4","thôt_4"
"th","","ô","t","5","thôt_5"
"th","","ô","t","6","thôt_6"
"th","","ô","u","1","thôu_1"
"th","","ô","u","2","thôu_2"
"th","","ô","u","3","thôu_3"
"th","","ô","u","4","thôu_4"
"th","","ô","u","5","thôu_5"
"th","","ô","u","6","thôu_6"
"th","","ô","y","1","thôy_1"
"th","","ô","y","2","thôy_2"
"th","","ô","y","3","thôy_3"
"th","","ô","y","4","thôy_4"
"th","","ô","y","5","thôy_5"
"th","","ô","y","6","thôy_6"
"th","","ă","","1","thă_1"
"th","","ă","","2","thă_2"
"th","","ă","","3","thă_3"
"th","","ă","","4","thă_4"
"th","","ă","","5","thă_5"
"th","","ă","","6","thă_6"
"th","","ă","c","1","thăc_1"
"th","","ă","c","2","thăc_2"
"th","","ă","c","3","thăc_3"
"th","","ă","c","4","thăc_4"
"th","","ă","c","5","thăc_5"
"th","","ă","c","6","thăc_6"
"th","","ă","ch","1","thăch_1"
"th","","ă","ch","2","thăch_2"
"th","","ă","ch","3","thăch_3"
"th","","ă","ch","4","thăch_4"
"th","","ă","ch","5","thăch_5"
"th","","ă","ch","6","thăch_6"
"th","","ă","i","1","thăi_1"
"th","","ă","i","2","thăi_2"
"th","","ă","i","3","thăi_3"
"th","","ă","i","4","thăi_4"
"th","","ă","i","5","thăi_5"
"th","","ă","i","6","thăi_6"
"th","","ă","m","1","thăm_1"
"th","","ă","m","2","thăm_2"
"th","","ă","m","3","thăm_3"
"th","","ă","m","4","thăm_4"
"th","","ă","m","5","thăm_5"
"th","","ă","m","6","thăm_6"
"th","","ă","n","1","thăn_1"
"th","","ă","n","2","thăn_2"
"th","","ă","n","3","thăn_3"
"th","","ă","n","4","thăn_4"
"th","","ă","n","5","thăn_5"
"th","","ă","n","6","thăn_6"
"th","","ă","ng","1","thăng_1"
"th","","ă","ng","2","thăng_2"
"th","","ă","ng","3","thăng_3"
"th","","ă","ng","4","thăng_4"
"th","","ă","ng","5","thăng_5"
"th","","ă","ng","6","thăng_6"
"th","","ă","nh","1","thănh_1"
"th","","ă","nh","2","thănh_2"
"th","","ă","nh","3","thănh_3"
"th","","ă","nh","4","thănh_4"
"th","","ă","nh","5","thănh_5"
"th","","ă","nh","6","thănh_6"
"th","","ă","o","1","thăo_1"
"th","","ă","o","2","thăo_2"
"th","","ă","o","3","thăo_3"
"th","","ă","o","4","thăo_4"
"th","","ă","o","5","thăo_5"
"th","","ă","o","6","thăo_6"
"th","","ă","p","1","thăp_1"
"th","","ă","p","2","thăp_2"
"th","","ă","p","3","thăp_3"
"th","","ă","p","4","thăp_4"
"th","","ă","p","5","thăp_5"
"th","","ă","p","6","thăp_6"
"th","","ă","t","1","thăt_1"
"th","","ă","t","2","thăt_2"
"th","","ă","t","3","thăt_3"
"th","","ă","t","4","thăt_4"
"th","","ă","t","5","thăt_5"
"th","","ă","t","6","thăt_6"
"th","","ă","u","1","thău_1"
"th","","ă","u","2","thău_2"
"th","","ă","u","3","thău_3"
"th","","ă","u","4","thău_4"
"th","","ă","u","5","thău_5"
"th","","ă","u","6","thău_6"
"th","","ă","y","1","thăy_1"
"th","","ă","y","2","thăy_2"
"th","","ă","y","3","thăy_3"
"th","","ă","y","4","thăy_4"
"th","","ă","y","5","thăy_5"
"th","","ă","y","6","thăy_6"
"th","","ơ","","1","thơ_1"
"th","","ơ","","2","thơ_2"
"th","","ơ","","3","thơ_3"
"th","","ơ","","4","thơ_4"
"th","","ơ","","5","thơ_5"
"th","","ơ","","6","thơ_6"
"th","","ơ","c","1","thơc_1"
"th","","ơ","c","2","thơc_2"
"th","","ơ","c","3","thơc_3"
"th","","ơ","c","4","thơc_4"
"th","","ơ","c","5","thơc_5"
"th","","ơ","c","6","thơc_6"
"th","","ơ","ch","1","thơch_1"
"th","","ơ","ch","2","thơch_2"
"th","","ơ","ch","3","thơch_3"
"th","","ơ","ch","4","thơch_4"
"th","","ơ","ch","5","thơch_5"
"th","","ơ","ch","6","thơch_6"
"th","","ơ","i","1","thơi_1"
"th","","ơ","i","2","thơi_2"
"th","","ơ","i","3","thơi_3"
"th","","ơ","i","4","thơi_4"
"th","","ơ","i","5","thơi_5"
"th","","ơ","i","6","thơi_6"
"th","","ơ","m","1","thơm_1"
"th","","ơ","m","2","thơm_2"
"th","","ơ","m","3","thơm_3"
"th","","ơ","m","4","thơm_4"
"th","","ơ","m","5","thơm_5"
"th","","ơ","m","6","thơm_6"
"th","","ơ","n","1","thơn_1"
"th","","ơ","n","2","thơn_2"
"th","","ơ","n","3","thơn_3"
"th","","ơ","n","4","thơn_4"
"th","","ơ","n","5","thơn_5"
"th","","ơ","n","6","thơn_6"
"th","","ơ","ng","1","thơng_1"
"th","","ơ","ng","2","thơng_2"
"th","","ơ","ng","3","thơng_3"
"th","","ơ","ng","4","thơng_4"
"th","","ơ","ng","5","thơng_5"
"th","","ơ","ng","6","thơng_6"
"th","","ơ","nh","1","thơnh_1"
"th","","ơ","nh","2","thơnh_2"
"th","","ơ","nh","3","thơnh_3"
"th","","ơ","nh","4","thơnh_4"
"th","","ơ","nh","5","thơnh_5"
"th","","ơ","nh","6","thơnh_6"
"th","","ơ","o","1","thơo_1"
"th","","ơ","o","2","thơo_2"
"th","","ơ","o","3","thơo_3"
"th","","ơ","o","4","thơo_4"
"th","","ơ","o","5","thơo_5"
"th","","ơ","o","6","thơo_6"
"th","","ơ","p","1","thơp_1"
"th","","ơ","p","2","thơp_2"
"th","","ơ","p","3","thơp_3"
"th","","ơ","p","4","thơp_4"
"th","","ơ","p","5","thơp_5"
"th","","ơ","p","6","thơp_6"
"th","","ơ","t","1","thơt_1"
"th","","ơ","t","2","thơt_2"
"th","","ơ","t","3","thơt_3"
"th","","ơ","t","4","thơt_4"
"th","","ơ","t","5","thơt_5"
"th","","ơ","t","6","thơt_6"
"th","","ơ","u","1","thơu_1"
"th","","ơ","u","2","thơu_2"
"th","","ơ","u","3","thơu_3"
"th","","ơ","u","4","thơu_4"
"th","","ơ","u","5","thơu_5"
"th","","ơ","u","6","thơu_6"
"th","","ơ","y","1","thơy_1"
"th","","ơ","y","2","thơy_2"
"th","","ơ","y","3","thơy_3"
"th","","ơ","y","4","thơy_4"
"th","","ơ","y","5","thơy_5"
"th","","ơ","y","6","thơy_6"
"th","","ư","","1","thư_1"
"th","","ư","","2","thư_2"
"th","","ư","","3","thư_3"
"th","","ư","","4","thư_4"
"th","","ư","","5","thư_5"
"th","","ư","","6","thư_6"
"th","","ư","c","1","thưc_1"
"th","","ư","c","2","thưc_2"
"th","","ư","c","3","thưc_3"
"th","","ư","c","4","thưc_4"
"th","","ư","c","5","thưc_5"
"th","","ư","c","6","thưc_6"
"th","","ư","ch","1","thưch_1"
"th","","ư","ch","2","thưch_2"
"th","","ư","ch","3","thưch_3"
"th","","ư","ch","4","thưch_4"
"th","","ư","ch","5","thưch_5"
"th","","ư","ch","6","thưch_6"
"th","","ư","i","1","thưi_1"
"th","","ư","i","2","thưi_2"
"th","","ư","i","3","thưi_3"
"th","","ư","i","4","thưi_4"
"th","","ư","i","5","thưi_5"
"th","","ư","i","6","thưi_6"
"th","","ư","m","1","thưm_1"
"th","","ư","m","2","thưm_2"
"th","","ư","m","3","thưm_3"
"th","","ư","m","4","thưm_4"
"th","","ư","m","5","thưm_5"
"th","","ư","m","6","thưm_6"
"th","","ư","n","1","thưn_1"
"th","","ư","n","2","thưn_2"
"th","","ư","n","3","thưn_3"
"th","","ư","n","4","thưn_4"
"th","","ư","n","5","thưn_5"
"th","","ư","n","6","thưn_6"
"th","","ư","ng","1","thưng_1"
"th","","ư","ng","2","thưng_2"
"th","","ư","ng","3","thưng_3"
"th","","ư","ng","4","thưng_4"
"th","","ư","ng","5","thưng_5"
"th","","ư","ng","6","thưng_6"
"th","","ư","nh","1","thưnh_1"
"th","","ư","nh","2","thưnh_2"
"th","","ư","nh","3","thưnh_3"
"th","","ư","nh","4","thưnh_4"
"th","","ư","nh","5","thưnh_5"
"th","","ư","nh","6","thưnh_6"
"th","","ư","o","1","thưo_1"
"th","","ư","o","2","thưo_2"
"th","","ư","o","3","thưo_3"
"th","","ư","o","4","thưo_4"
"th","","ư","o","5","thưo_5"
"th","","ư","o","6","thưo_6"
"th","","ư","p","1","thưp_1"
"th","","ư","p","2","thưp_2"
"th","","ư","p","3","thưp_3"
"th","","ư","p","4","thưp_4"
"th","","ư","p","5","thưp_5"
"th","","ư","p","6","thưp_6"
"th","","ư","t","1","thưt_1"
"th","","ư","t","2","thưt_2"
"th","","ư","t","3","thưt_3"
"th","","ư","t","4","thưt_4"
"th","","ư","t","5","thưt_5"
"th","","ư","t","6","thưt_6"
"th","","ư","u","1","thưu_1"
"th","","ư","u","2","thưu_2"
"th","","ư","u","3","thưu_3"
"th","","ư","u","4","thưu_4"
"th","","ư","u","5","thưu_5"
"th","","ư","u","6","thưu_6"
"th","","ư","y","1","thưy_1"
"th","","ư","y","2","thưy_2"
"th","","ư","y","3","thưy_3"
"th","","ư","y","4","thưy_4"
"th","","ư","y","5","thưy_5"
"th","","ư","y","6","thưy_6"
"th","","ưa","","1","thưa_1"
"th","","ưa","","2","thưa_2"
"th","","ưa","","3","thưa_3"
"th","","ưa","","4","thưa_4"
"th","","ưa","","5","thưa_5"
"th","","ưa","","6","thưa_6"
"th","","ưa","c","1","thưac_1"
"th","","ưa","c","2","thưac_2"
"th","","ưa","c","3","thưac_3"
"th","","ưa","c","4","thưac_4"
"th","","ưa","c","5","thưac_5"
"th","","ưa","c","6","thưac_6"
"th","","ưa","ch","1","thưach_1"
"th","","ưa","ch","2","thưach_2"
"th","","ưa","ch","3","thưach_3"
"th","","ưa","ch","4","thưach_4"
"th","","ưa","ch","5","thưach_5"
"th","","ưa","ch","6","thưach_6"
"th","","ưa","i","1","thưai_1"
"th","","ưa","i","2","thưai_2"
"th","","ưa","i","3","thưai_3"
"th","","ưa","i","4","thưai_4"
"th","","ưa","i","5","thưai_5"
"th","","ưa","i","6","thưai_6"
"th","","ưa","m","1","thưam_1"
"th","","ưa","m","2","thưam_2"
"th","","ưa","m","3","thưam_3"
"th","","ưa","m","4","thưam_4"
"th","","ưa","m","5","thưam_5"
"th","","ưa","m","6","thưam_6"
"th","","ưa","n","1","thưan_1"
"th","","ưa","n","2","thưan_2"
"th","","ưa","n","3","thưan_3"
"th","","ưa","n","4","thưan_4"
"th","","ưa","n","5","thưan_5"
"th","","ưa","n","6","thưan_6"
"th","","ưa","ng","1","thưang_1"
"th","","ưa","ng","2","thưang_2"
"th","","ưa","ng","3","thưang_3"
"th","","ưa","ng","4","thưang_4"
"th","","ưa","ng","5","thưang_5"
"th","","ưa","ng","6","thưang_6"
"th","","ưa","nh","1","thưanh_1"
"th","","ưa","nh","2","thưanh_2"
"th","","ưa","nh","3","thưanh_3"
"th","","ưa","nh","4","thưanh_4"
"th","","ưa","nh","5","thưanh_5"
"th","","ưa","nh","6","thưanh_6"
"th","","ưa","o","1","thưao_1"
"th","","ưa","o","2","thưao_2"
"th","","ưa","o","3","thưao_3"
"th","","ưa","o","4","thưao_4"
"th","","ưa","o","5","thưao_5"
"th","","ưa","o","6","thưao_6"
"th","","ưa","p","1","thưap_1"
"th","","ưa","p","2","thưap_2"
"th","","ưa","p","3","thưap_3"
"th","","ưa","p","4","thưap_4"
"th","","ưa","p","5","thưap_5"
"th","","ưa","p","6","thưap_6"
"th","","ưa","t","1","thưat_1"
"th","","ưa","t","2","thưat_2"
"th","","ưa","t","3","thưat_3"
"th","","ưa","t","4","thưat_4"
"th","","ưa","t","5","thưat_5"
"th","","ưa","t","6","thưat_6"
"th","","ưa","u","1","thưau_1"
"th","","ưa","u","2","thưau_2"
"th","","ưa","u","3","thưau_3"
"th","","ưa","u","4","thưau_4"
"th","","ưa","u","5","thưau_5"
"th","","ưa","u","6","thưau_6"
"th","","ưa","y","1","thưay_1"
"th","","ưa","y","2","thưay_2"
"th","","ưa","y","3","thưay_3"
"th","","ưa","y","4","thưay_4"
"th","","ưa","y","5","thưay_5"
"th","","ưa","y","6","thưay_6"
"th","","ươ","","1","thươ_1"
"th","","ươ","","2","thươ_2"
"th","","ươ","","3","thươ_3"
"th","","ươ","","4","thươ_4"
"th","","ươ","","5","thươ_5"
"th","","ươ","","6","thươ_6"
"th","","ươ","c","1","thươc_1"
"th","","ươ","c","2","thươc_2"
"th","","ươ","c","3","thươc_3"
"th","","ươ","c","4","thươc_4"
"th","","ươ","c","5","thươc_5"
"th","","ươ","c","6","thươc_6"
"th","","ươ","ch","1","thươch_1"
"th","","ươ","ch","2","thươch_2"
"th","","ươ","ch","3","thươch_3"
"th","","ươ","ch","4","thươch_4"
"th","","ươ","ch","5","thươch_5"
"th","","ươ","ch","6","thươch_6"
"th","","ươ","i","1","thươi_1"
"th","","ươ","i","2","thươi_2"
"th","","ươ","i","3","thươi_3"
"th","","ươ","i","4","thươi_4"
"th","","ươ","i","5","thươi_5"
"th","","ươ","i","6","thươi_6"
"th","","ươ","m","1","thươm_1"
"th","","ươ","m","2","thươm_2"
"th","","ươ","m","3","thươm_3"
"th","","ươ","m","4","thươm_4"
"th","","ươ","m","5","thươm_5"
"th","","ươ","m","6","thươm_6"
"th","","ươ","n","1","thươn_1"
"th","","ươ","n","2","thươn_2"
"th","","ươ","n","3","thươn_3"
"th","","ươ","n","4","thươn_4"
"th","","ươ","n","5","thươn_5"
"th","","ươ","n","6","thươn_6"
"th","","ươ","ng","1","thương_1"
"th","","ươ","ng","2","thương_2"
"th","","ươ","ng","3","thương_3"
"th","","ươ","ng","4","thương_4"
"th","","ươ","ng","5","thương_5"
"th","","ươ","ng","6","thương_6"
"th","","ươ","nh","1","thươnh_1"
"th","","ươ","nh","2","thươnh_2"
"th","","ươ","nh","3","thươnh_3"
"th","","ươ","nh","4","thươnh_4"
"th","","ươ","nh","5","thươnh_5"
"th","","ươ","nh","6","thươnh_6"
"th","","ươ","o","1","thươo_1"
"th","","ươ","o","2","thươo_2"
"th","","ươ","o","3","thươo_3"
"th","","ươ","o","4","thươo_4"
"th","","ươ","o","5","thươo_5"
"th","","ươ","o","6","thươo_6"
"th","","ươ","p","1","thươp_1"
"th","","ươ","p","2","thươp_2"
"th","","ươ","p","3","thươp_3"
"th","","ươ","p","4","thươp_4"
"th","","ươ","p","5","thươp_5"
"th","","ươ","p","6","thươp_6"
"th","","ươ","t","1","thươt_1"
"th","","ươ","t","2","thươt_2"
"th","","ươ","t","3","thươt_3"
"th","","ươ","t","4","thươt_4"
"th","","ươ","t","5","thươt_5"
"th","","ươ","t","6","thươt_6"
"th","","ươ","u","1","thươu_1"
"th","","ươ","u","2","thươu_2"
"th","","ươ","u","3","thươu_3"
"th","","ươ","u","4","thươu_4"
"th","","ươ","u","5","thươu_5"
"th","","ươ","u","6","thươu_6"
"th","","ươ","y","1","thươy_1"
"th","","ươ","y","2","thươy_2"
"th","","ươ","y","3","thươy_3"
"th","","ươ","y","4","thươy_4"
"th","","ươ","y","5","thươy_5"
"th","","ươ","y","6","thươy_6"
"th","o","a","","1","thoa_1"
"th","o","a","","2","thoa_2"
"th","o","a","","3","thoa_3"
"th","o","a","","4","thoa_4"
"th","o","a","","5","thoa_5"
"th","o","a","","6","thoa_6"
"th","o","a","c","1","thoac_1"
"th","o","a","c","2","thoac_2"
"th","o","a","c","3","thoac_3"
"th","o","a","c","4","thoac_4"
"th","o","a","c","5","thoac_5"
"th","o","a","c","6","thoac_6"
"th","o","a","ch","1","thoach_1"
"th","o","a","ch","2","thoach_2"
"th","o","a","ch","3","thoach_3"
"th","o","a","ch","4","thoach_4"
"th","o","a","ch","5","thoach_5"
"th","o","a","ch","6","thoach_6"
"th","o","a","i","1","thoai_1"
"th","o","a","i","2","thoai_2"
"th","o","a","i","3","thoai_3"
"th","o","a","i","4","thoai_4"
"th","o","a","i","5","thoai_5"
"th","o","a","i","6","thoai_6"
"th","o","a","m","1","thoam_1"
"th","o","a","m","2","thoam_2"
"th","o","a","m","3","thoam_3"
"th","o","a","m","4","thoam_4"
"th","o","a","m","5","thoam_5"
"th","o","a","m","6","thoam_6"
"th","o","a","n","1","thoan_1"
"th","o","a","n","2","thoan_2"
"th","o","a","n","3","thoan_3"
"th","o","a","n","4","thoan_4"
"th","o","a","n","5","thoan_5"
"th","o","a","n","6","thoan_6"
"th","o","a","ng","1","thoang_1"
"th","o","a","ng","2","thoang_2"
"th","o","a","ng","3","thoang_3"
"th","o","a","ng","4","thoang_4"
"th","o","a","ng","5","thoang_5"
"th","o","a","ng","6","thoang_6"
"th","o","a","nh","1","thoanh_1"
"th","o","a","nh","2","thoanh_2"
"th","o","a","nh","3","thoanh_3"
"th","o","a","nh","4","thoanh_4"
"th","o","a","nh","5","thoanh_5"
"th","o","a","nh","6","thoanh_6"
"th","o","a","o","1","thoao_1"
"th","o","a","o","2","thoao_2"
"th","o","a","o","3","thoao_3"
"th","o","a","o","4","thoao_4"
"th","o","a","o","5","thoao_5"
"th","o","a","o","6","thoao_6"
"th","o","a","p","1","thoap_1"
"th","o","a","p","2","thoap_2"
"th","o","a","p","3","thoap_3"
"th","o","a","p","4","thoap_4"
"th","o","a","p","5","thoap_5"
"th","o","a","p","6","thoap_6"
"th","o","a","t","1","thoat_1"
"th","o","a","t","2","thoat_2"
"th","o","a","t","3","thoat_3"
"th","o","a","t","4","thoat_4"
"th","o","a","t","5","thoat_5"
"th","o","a","t","6","thoat_6"
"th","o","a","u","1","thoau_1"
"th","o","a","u","2","thoau_2"
"th","o","a","u","3","thoau_3"
"th","o","a","u","4","thoau_4"
"th","o","a","u","5","thoau_5"
"th","o","a","u","6","thoau_6"
"th","o","a","y","1","thoay_1"
"th","o","a","y","2","thoay_2"
"th","o","a","y","3","thoay_3"
"th","o","a","y","4","thoay_4"
"th","o","a","y","5","thoay_5"
"th","o","a","y","6","thoay_6"
"th","o","e","","1","thoe_1"
